Student_ID,CGPA,Aptitude_Score,Coding_Score,Communication_Score,Internship_Experience,Cluster_Label
27704,8.0,79,85,36,1,Needs Communication Improvement
27705,7.66,79,64,65,1,Needs Coding Improvement
27706,8.07,91,81,82,0,Placement Ready
27707,7.59,70,81,64,1,Needs Communication Improvement
27708,8.24,83,84,79,0,Placement Ready
27709,6.73,70,46,69,0,Needs Coding Improvement
27710,8.29,82,84,61,0,Needs Communication Improvement
27711,8.34,88,83,80,1,Placement Ready
27712,6.98,58,50,51,0,Needs Additional Training
27713,7.86,70,46,71,0,Needs Coding Improvement
27714,8.67,78,95,81,1,Placement Ready
27715,8.05,87,85,37,0,Needs Communication Improvement
27716,8.37,77,75,84,1,Placement Ready
27717,6.84,75,50,56,0,Needs Additional Training
27718,7.56,70,56,76,1,Needs Coding Improvement
27719,7.33,59,56,54,0,Needs Additional Training
27720,8.18,77,49,69,1,Needs Coding Improvement
27721,8.3,85,86,92,1,Placement Ready
27722,8.57,92,74,80,1,Placement Ready
27723,8.75,92,78,79,1,Placement Ready
27724,7.25,55,52,61,0,Needs Additional Training
27725,7.82,71,64,72,1,Needs Coding Improvement
27726,8.14,74,78,60,1,Needs Communication Improvement
27727,7.25,66,30,77,1,Needs Coding Improvement
27728,7.45,60,43,70,0,Needs Coding Improvement
27729,7.95,71,71,59,1,Needs Communication Improvement
27730,8.13,82,80,77,0,Placement Ready
27731,6.51,69,47,77,1,Needs Coding Improvement
27732,5.66,60,69,55,1,Needs Additional Training
27733,6.71,61,54,55,1,Needs Additional Training
27734,8.55,82,78,79,1,Placement Ready
27735,8.78,77,84,79,1,Placement Ready
27736,6.57,47,56,52,0,Needs Additional Training
27737,8.3,72,87,83,1,Placement Ready
27738,8.82,73,73,57,0,Needs Communication Improvement
27739,7.95,77,79,54,0,Needs Communication Improvement
27740,7.31,73,83,50,1,Needs Communication Improvement
27741,7.89,77,77,55,0,Needs Communication Improvement
27742,8.81,89,80,87,1,Placement Ready
27743,8.03,67,72,57,0,Needs Communication Improvement
27744,6.49,59,71,57,0,Needs Additional Training
27745,5.7,60,52,58,0,Needs Additional Training
27746,7.73,86,70,82,1,Placement Ready
27747,6.16,52,71,53,1,Needs Additional Training
27748,8.28,84,77,82,1,Placement Ready
27749,6.3,66,42,59,0,Needs Additional Training
27750,7.89,71,43,72,1,Needs Coding Improvement
27751,7.7,76,61,78,1,Needs Coding Improvement
27752,7.46,77,78,51,0,Needs Communication Improvement
27753,6.73,65,64,73,1,Needs Coding Improvement
27754,7.15,75,48,76,0,Needs Coding Improvement
27755,7.58,72,51,74,1,Needs Coding Improvement
27756,8.26,84,84,87,1,Placement Ready
27757,5.41,59,49,56,0,Needs Additional Training
27758,8.53,80,73,92,1,Placement Ready
27759,5.9,60,48,56,0,Needs Additional Training
27760,7.63,71,60,73,0,Needs Coding Improvement
27761,8.07,88,88,86,1,Placement Ready
27762,7.8,66,55,78,1,Needs Coding Improvement
27763,7.51,71,47,82,1,Needs Coding Improvement
27764,8.63,81,76,79,1,Placement Ready
27765,8.4,85,90,84,1,Placement Ready
27766,5.66,56,58,55,0,Needs Additional Training
27767,5.35,69,37,67,0,Needs Additional Training
27768,6.64,55,56,53,0,Needs Additional Training
27769,6.65,71,58,68,1,Needs Coding Improvement
27770,7.21,88,81,52,0,Needs Communication Improvement
27771,5.78,66,45,48,0,Needs Additional Training
27772,7.58,80,52,73,0,Needs Coding Improvement
27773,8.86,66,78,41,1,Needs Communication Improvement
27774,5.95,60,65,54,0,Needs Additional Training
27775,6.51,60,68,44,0,Needs Additional Training
27776,7.56,65,81,60,1,Needs Communication Improvement
27777,6.83,75,78,52,1,Needs Communication Improvement
27778,7.45,72,49,79,0,Needs Coding Improvement
27779,7.35,73,45,65,1,Needs Additional Training
27780,8.56,92,79,80,1,Placement Ready
27781,6.79,73,51,82,1,Needs Coding Improvement
27782,6.77,72,57,65,1,Needs Coding Improvement
27783,6.72,57,48,52,0,Needs Additional Training
27784,6.96,69,49,79,1,Needs Coding Improvement
27785,7.0,54,52,66,1,Needs Additional Training
27786,6.88,85,44,76,0,Needs Coding Improvement
27787,8.75,63,58,71,1,Needs Coding Improvement
27788,8.1,83,59,67,0,Needs Coding Improvement
27789,8.33,76,73,55,1,Needs Communication Improvement
27790,6.69,64,51,70,0,Needs Coding Improvement
27791,7.79,66,44,75,0,Needs Coding Improvement
27792,6.86,58,55,62,1,Needs Additional Training
27793,7.63,74,57,78,1,Needs Coding Improvement
27794,8.99,70,76,53,1,Needs Communication Improvement
27795,7.16,63,48,87,0,Needs Coding Improvement
27796,8.47,79,42,73,0,Needs Coding Improvement
27797,9.13,81,86,99,1,Placement Ready
27798,7.62,71,87,54,0,Needs Communication Improvement
27799,8.06,71,70,58,1,Needs Communication Improvement
27800,7.78,78,78,48,1,Needs Communication Improvement
27801,7.72,80,47,66,1,Needs Coding Improvement
27802,6.89,63,51,58,0,Needs Additional Training
27803,8.13,65,53,80,1,Needs Coding Improvement
27804,7.19,80,49,78,0,Needs Coding Improvement
27805,6.48,72,52,83,0,Needs Coding Improvement
27806,8.44,75,78,55,1,Needs Communication Improvement
27807,7.35,73,67,70,0,Needs Coding Improvement
27808,6.81,72,45,65,0,Needs Coding Improvement
27809,6.04,58,55,48,0,Needs Additional Training
27810,7.85,69,46,74,0,Needs Coding Improvement
27811,5.99,62,69,57,1,Needs Additional Training
27812,8.14,70,72,46,1,Needs Communication Improvement
27813,7.47,71,44,75,0,Needs Coding Improvement
27814,6.56,60,58,51,0,Needs Additional Training
27815,7.5,65,47,71,1,Needs Coding Improvement
27816,8.74,83,84,76,1,Placement Ready
27817,7.77,81,77,32,1,Needs Communication Improvement
27818,7.46,71,75,42,1,Needs Communication Improvement
27819,8.78,88,83,82,1,Placement Ready
27820,8.71,83,82,87,1,Placement Ready
27821,7.72,74,75,54,0,Needs Communication Improvement
27822,7.47,64,55,59,1,Needs Additional Training
27823,6.65,76,38,78,0,Needs Coding Improvement
27824,7.73,65,78,40,0,Needs Communication Improvement
27825,7.62,75,79,46,1,Needs Communication Improvement
27826,8.16,73,34,77,0,Needs Coding Improvement
27827,6.23,50,45,59,1,Needs Additional Training
27828,6.45,60,40,58,0,Needs Additional Training
27829,6.43,65,57,57,0,Needs Additional Training
27830,7.0,79,40,75,0,Needs Coding Improvement
27831,5.04,71,51,72,0,Needs Additional Training
27832,6.29,53,52,72,0,Needs Additional Training
27833,8.13,77,78,44,0,Needs Communication Improvement
27834,6.98,60,63,55,0,Needs Additional Training
27835,8.64,84,94,78,1,Placement Ready
27836,7.82,80,91,60,1,Needs Communication Improvement
27837,9.22,84,87,83,1,Placement Ready
27838,7.11,65,55,73,0,Needs Coding Improvement
27839,6.82,63,53,46,0,Needs Additional Training
27840,7.52,75,47,84,1,Needs Coding Improvement
27841,7.4,73,78,57,0,Needs Communication Improvement
27842,8.39,86,84,81,1,Placement Ready
27843,7.65,79,75,55,0,Needs Communication Improvement
27844,7.34,74,85,58,1,Needs Communication Improvement
27845,7.29,77,61,79,0,Needs Coding Improvement
27846,7.9,87,93,80,1,Placement Ready
27847,8.57,92,78,90,1,Placement Ready
27848,8.91,80,82,71,0,Placement Ready
27849,6.92,74,60,76,0,Needs Coding Improvement
27850,8.0,60,72,63,0,Needs Additional Training
27851,6.44,43,45,59,0,Needs Additional Training
27852,8.38,89,86,86,1,Placement Ready
27853,8.48,77,78,69,1,Needs Communication Improvement
27854,8.62,91,79,83,1,Placement Ready
27855,7.54,63,45,53,0,Needs Additional Training
27856,7.73,78,66,41,0,Needs Communication Improvement
27857,5.02,61,57,64,0,Needs Additional Training
27858,8.27,84,87,91,1,Placement Ready
27859,8.82,85,86,83,1,Placement Ready
27860,7.79,81,52,74,0,Needs Coding Improvement
27861,7.14,56,47,64,0,Needs Additional Training
27862,7.04,79,43,82,0,Needs Coding Improvement
27863,6.8,61,55,64,0,Needs Additional Training
27864,8.18,74,58,64,1,Needs Coding Improvement
27865,6.66,45,59,72,0,Needs Additional Training
27866,8.31,85,82,80,1,Placement Ready
27867,5.89,61,50,56,0,Needs Additional Training
27868,7.66,77,68,39,0,Needs Communication Improvement
27869,8.85,81,88,86,1,Placement Ready
27870,8.11,74,76,60,0,Needs Communication Improvement
27871,7.44,75,49,66,0,Needs Coding Improvement
27872,7.09,74,51,63,0,Needs Additional Training
27873,6.92,81,57,70,0,Needs Coding Improvement
27874,7.92,74,60,72,0,Needs Coding Improvement
27875,9.45,96,72,75,1,Placement Ready
27876,6.76,63,79,51,1,Needs Communication Improvement
27877,8.27,82,80,83,1,Placement Ready
27878,7.25,72,84,50,0,Needs Communication Improvement
27879,6.53,56,65,54,0,Needs Additional Training
27880,7.71,78,53,69,1,Needs Coding Improvement
27881,7.96,85,82,79,1,Placement Ready
27882,5.38,68,67,63,0,Needs Additional Training
27883,7.02,83,72,41,0,Needs Communication Improvement
27884,7.65,65,85,55,0,Needs Communication Improvement
27885,5.64,58,52,52,0,Needs Additional Training
27886,7.82,78,81,30,0,Needs Communication Improvement
27887,7.47,69,66,70,0,Needs Coding Improvement
27888,8.1,77,45,77,0,Needs Coding Improvement
27889,6.57,72,43,51,0,Needs Additional Training
27890,8.07,86,83,85,1,Placement Ready
27891,7.5,76,52,77,0,Needs Coding Improvement
27892,6.54,59,53,56,0,Needs Additional Training
27893,7.37,75,53,73,0,Needs Coding Improvement
27894,9.26,88,71,84,1,Placement Ready
27895,7.89,86,86,81,0,Placement Ready
27896,8.83,85,80,87,1,Placement Ready
27897,7.01,70,81,61,0,Needs Communication Improvement
27898,7.97,75,80,46,0,Needs Communication Improvement
27899,7.87,73,79,76,1,Placement Ready
27900,7.82,73,56,76,1,Needs Coding Improvement
27901,9.07,86,87,83,1,Placement Ready
27902,8.33,79,92,79,1,Placement Ready
27903,8.33,81,77,82,1,Placement Ready
27904,7.95,84,85,91,1,Placement Ready
27905,8.43,81,95,81,1,Placement Ready
27906,8.38,76,68,55,0,Needs Communication Improvement
27907,7.78,64,54,69,1,Needs Coding Improvement
27908,6.92,72,52,68,0,Needs Coding Improvement
27909,8.19,61,79,48,1,Needs Communication Improvement
27910,7.91,73,85,85,0,Placement Ready
27911,8.13,73,54,80,1,Needs Coding Improvement
27912,8.3,77,86,77,1,Placement Ready
27913,6.5,57,50,60,0,Needs Additional Training
27914,6.63,67,72,59,0,Needs Additional Training
27915,7.6,81,76,53,0,Needs Communication Improvement
27916,8.76,81,76,59,1,Needs Communication Improvement
27917,6.25,57,45,53,0,Needs Additional Training
27918,8.85,77,83,82,1,Placement Ready
27919,6.78,59,56,57,0,Needs Additional Training
27920,8.32,67,76,53,1,Needs Communication Improvement
27921,6.9,77,74,42,1,Needs Communication Improvement
27922,8.96,83,77,87,1,Placement Ready
27923,9.05,73,93,87,1,Placement Ready
27924,7.74,71,78,45,0,Needs Communication Improvement
27925,6.5,59,42,65,0,Needs Additional Training
27926,7.87,76,88,44,1,Needs Communication Improvement
27927,6.78,46,50,51,0,Needs Additional Training
27928,6.76,70,43,63,0,Needs Additional Training
27929,9.04,84,85,88,1,Placement Ready
27930,8.97,85,84,84,0,Placement Ready
27931,8.06,74,46,76,1,Needs Coding Improvement
27932,6.63,71,43,72,0,Needs Additional Training
27933,7.2,54,60,67,1,Needs Additional Training
27934,7.32,64,45,65,1,Needs Coding Improvement
27935,7.18,71,70,55,1,Needs Communication Improvement
27936,5.4,53,58,50,1,Needs Additional Training
27937,8.06,87,86,86,1,Placement Ready
27938,7.71,64,57,78,0,Needs Coding Improvement
27939,7.19,76,48,77,1,Needs Coding Improvement
27940,8.05,100,84,83,0,Placement Ready
27941,8.97,70,55,89,1,Needs Coding Improvement
27942,8.62,85,86,83,1,Placement Ready
27943,7.99,72,39,74,1,Needs Coding Improvement
27944,8.67,87,79,54,1,Needs Communication Improvement
27945,7.6,74,58,60,0,Needs Coding Improvement
27946,7.83,72,69,47,1,Needs Communication Improvement
27947,6.41,68,48,46,0,Needs Additional Training
27948,8.81,74,70,86,1,Placement Ready
27949,7.77,74,72,46,1,Needs Communication Improvement
27950,7.38,80,78,52,1,Needs Communication Improvement
27951,7.71,76,71,86,1,Placement Ready
27952,7.51,72,59,79,1,Needs Coding Improvement
27953,8.05,83,80,82,0,Placement Ready
27954,7.41,74,72,49,1,Needs Communication Improvement
27955,6.68,60,50,49,0,Needs Additional Training
27956,7.6,69,50,73,0,Needs Coding Improvement
27957,7.8,70,56,76,1,Needs Coding Improvement
27958,8.03,63,88,56,1,Needs Communication Improvement
27959,7.72,72,78,43,0,Needs Communication Improvement
27960,5.31,65,44,51,0,Needs Additional Training
27961,6.17,51,53,53,0,Needs Additional Training
27962,6.97,80,85,50,1,Needs Communication Improvement
27963,7.92,77,87,47,0,Needs Communication Improvement
27964,8.18,72,62,79,0,Needs Coding Improvement
27965,6.24,54,51,57,1,Needs Additional Training
27966,7.01,73,50,63,1,Needs Coding Improvement
27967,7.62,74,63,68,0,Needs Coding Improvement
27968,8.43,80,80,89,1,Placement Ready
27969,7.9,67,73,49,0,Needs Communication Improvement
27970,7.84,90,72,79,1,Placement Ready
27971,8.19,75,89,74,1,Placement Ready
27972,7.97,62,43,79,1,Needs Coding Improvement
27973,8.07,76,82,46,1,Needs Communication Improvement
27974,7.83,75,63,76,0,Needs Coding Improvement
27975,7.66,85,73,45,1,Needs Communication Improvement
27976,8.86,94,81,79,0,Placement Ready
27977,6.61,66,66,60,0,Needs Additional Training
27978,9.02,73,40,69,1,Needs Coding Improvement
27979,8.85,82,78,86,1,Placement Ready
27980,5.65,65,51,59,0,Needs Additional Training
27981,8.17,81,81,87,0,Placement Ready
27982,7.49,82,74,89,1,Placement Ready
27983,8.49,68,55,72,0,Needs Coding Improvement
27984,7.47,77,79,51,1,Needs Communication Improvement
27985,7.28,75,74,60,1,Needs Communication Improvement
27986,8.59,84,89,81,1,Placement Ready
27987,8.2,65,52,79,1,Needs Coding Improvement
27988,7.18,74,69,50,0,Needs Communication Improvement
27989,8.14,75,40,84,1,Needs Coding Improvement
27990,5.99,66,55,64,0,Needs Additional Training
27991,7.87,92,87,85,1,Placement Ready
27992,7.41,79,50,71,1,Needs Coding Improvement
27993,7.64,69,70,57,0,Needs Communication Improvement
27994,7.91,81,75,83,1,Placement Ready
27995,9.2,91,89,82,1,Placement Ready
27996,5.74,61,63,59,0,Needs Additional Training
27997,6.91,46,59,68,0,Needs Additional Training
27998,7.58,71,36,66,1,Needs Coding Improvement
27999,7.24,45,44,60,1,Needs Additional Training
28000,7.57,75,92,54,1,Needs Communication Improvement
28001,8.09,82,84,79,0,Placement Ready
28002,6.69,51,58,53,0,Needs Additional Training
28003,8.14,77,43,77,0,Needs Coding Improvement
28004,7.43,63,57,81,1,Needs Coding Improvement
28005,6.53,63,45,53,0,Needs Additional Training
28006,8.06,90,89,83,0,Placement Ready
28007,8.17,89,84,87,1,Placement Ready
28008,7.62,76,57,84,1,Needs Coding Improvement
28009,6.74,56,46,48,0,Needs Additional Training
28010,7.35,75,52,72,1,Needs Coding Improvement
28011,7.27,81,40,75,0,Needs Coding Improvement
28012,8.33,82,90,50,0,Needs Communication Improvement
28013,6.31,47,51,55,0,Needs Additional Training
28014,8.37,85,72,81,1,Placement Ready
28015,7.04,57,41,51,0,Needs Additional Training
28016,5.95,49,53,67,0,Needs Additional Training
28017,7.49,57,70,67,0,Needs Coding Improvement
28018,7.49,74,82,54,1,Needs Communication Improvement
28019,7.04,78,77,49,1,Needs Communication Improvement
28020,7.68,68,48,81,0,Needs Coding Improvement
28021,8.23,71,59,81,0,Needs Coding Improvement
28022,6.02,63,63,65,1,Needs Additional Training
28023,6.24,54,62,41,0,Needs Additional Training
28024,8.15,85,70,80,1,Placement Ready
28025,8.67,88,84,88,1,Placement Ready
28026,7.74,78,73,45,0,Needs Communication Improvement
28027,9.15,87,79,80,0,Placement Ready
28028,7.76,82,81,76,1,Placement Ready
28029,7.34,78,53,78,0,Needs Coding Improvement
28030,8.62,76,78,42,0,Needs Communication Improvement
28031,6.98,72,66,63,0,Needs Additional Training
28032,8.48,84,76,82,1,Placement Ready
28033,6.16,59,58,61,0,Needs Additional Training
28034,8.56,81,93,83,1,Placement Ready
28035,5.88,69,58,55,0,Needs Additional Training
28036,8.52,88,84,81,0,Placement Ready
28037,7.09,73,55,53,0,Needs Additional Training
28038,7.75,79,42,83,0,Needs Coding Improvement
28039,7.52,69,48,80,1,Needs Coding Improvement
28040,8.06,80,83,75,1,Placement Ready
28041,8.24,85,74,89,1,Placement Ready
28042,8.43,83,77,85,0,Placement Ready
28043,9.15,81,88,76,1,Placement Ready
28044,8.88,82,83,81,1,Placement Ready
28045,7.47,75,95,44,0,Needs Communication Improvement
28046,8.39,78,83,83,1,Placement Ready
28047,7.96,85,90,84,0,Placement Ready
28048,8.69,92,88,86,1,Placement Ready
28049,8.14,74,75,80,1,Placement Ready
28050,6.34,73,60,72,0,Needs Coding Improvement
28051,8.3,80,56,77,1,Needs Coding Improvement
28052,6.93,67,57,64,0,Needs Additional Training
28053,7.34,81,53,84,1,Needs Coding Improvement
28054,7.93,65,77,53,1,Needs Communication Improvement
28055,7.19,78,81,61,1,Needs Communication Improvement
28056,8.05,82,54,72,1,Needs Coding Improvement
28057,7.95,42,58,51,1,Needs Additional Training
28058,7.23,82,72,42,1,Needs Communication Improvement
28059,7.56,88,77,77,1,Placement Ready
28060,6.95,63,61,67,1,Needs Additional Training
28061,8.91,78,85,47,0,Needs Communication Improvement
28062,7.23,69,43,77,1,Needs Coding Improvement
28063,8.95,67,82,45,0,Needs Communication Improvement
28064,7.53,55,51,52,0,Needs Additional Training
28065,7.79,70,56,76,0,Needs Coding Improvement
28066,8.06,86,74,87,0,Placement Ready
28067,8.26,79,81,74,1,Placement Ready
28068,7.79,75,82,38,0,Needs Communication Improvement
28069,6.64,69,60,54,0,Needs Additional Training
28070,7.03,78,42,82,0,Needs Coding Improvement
28071,8.61,82,79,90,1,Placement Ready
28072,6.77,53,39,55,0,Needs Additional Training
28073,7.56,75,79,54,0,Needs Communication Improvement
28074,7.69,64,72,53,1,Needs Communication Improvement
28075,6.54,47,72,62,0,Needs Additional Training
28076,6.32,57,51,50,0,Needs Additional Training
28077,6.75,67,59,59,1,Needs Coding Improvement
28078,8.26,70,55,72,0,Needs Coding Improvement
28079,8.79,84,77,96,1,Placement Ready
28080,7.41,52,58,58,0,Needs Additional Training
28081,6.9,62,63,45,1,Needs Additional Training
28082,8.98,83,84,85,1,Placement Ready
28083,7.58,67,47,75,1,Needs Coding Improvement
28084,6.1,75,41,53,0,Needs Additional Training
28085,8.42,91,87,84,1,Placement Ready
28086,6.41,46,43,58,1,Needs Additional Training
28087,7.55,61,55,74,1,Needs Coding Improvement
28088,5.43,67,49,56,0,Needs Additional Training
28089,7.74,91,83,37,0,Needs Communication Improvement
28090,8.63,82,97,71,1,Placement Ready
28091,6.72,61,52,59,0,Needs Additional Training
28092,8.14,77,72,48,0,Needs Communication Improvement
28093,6.5,54,47,61,1,Needs Additional Training
28094,6.23,60,64,66,1,Needs Additional Training
28095,7.07,78,56,73,0,Needs Coding Improvement
28096,6.34,52,56,61,0,Needs Additional Training
28097,8.72,84,79,34,1,Needs Communication Improvement
28098,8.66,79,83,64,1,Needs Communication Improvement
28099,7.81,74,43,68,1,Needs Coding Improvement
28100,7.54,57,48,52,1,Needs Additional Training
28101,7.05,78,44,83,0,Needs Coding Improvement
28102,7.53,81,85,66,0,Needs Communication Improvement
28103,7.81,67,71,61,1,Needs Communication Improvement
28104,7.21,63,41,51,0,Needs Additional Training
28105,5.9,60,61,52,0,Needs Additional Training
28106,9.18,84,75,84,1,Placement Ready
28107,6.47,54,53,58,0,Needs Additional Training
28108,7.75,73,86,41,0,Needs Communication Improvement
28109,6.81,64,64,58,1,Needs Additional Training
28110,8.18,86,82,91,1,Placement Ready
28111,7.78,65,60,66,1,Needs Coding Improvement
28112,8.77,75,80,85,1,Placement Ready
28113,8.24,71,53,79,0,Needs Coding Improvement
28114,6.75,67,48,67,0,Needs Coding Improvement
28115,7.84,81,46,68,1,Needs Coding Improvement
28116,8.34,69,78,49,0,Needs Communication Improvement
28117,7.99,76,74,49,0,Needs Communication Improvement
28118,7.37,77,77,64,0,Needs Communication Improvement
28119,7.11,78,82,59,0,Needs Communication Improvement
28120,7.38,77,75,32,1,Needs Communication Improvement
28121,8.94,81,84,87,1,Placement Ready
28122,8.83,91,82,73,1,Placement Ready
28123,6.67,49,52,60,0,Needs Additional Training
28124,8.0,68,47,48,0,Needs Additional Training
28125,7.24,66,45,58,0,Needs Additional Training
28126,7.91,85,95,84,1,Placement Ready
28127,6.68,49,55,52,0,Needs Additional Training
28128,7.98,70,73,43,0,Needs Communication Improvement
28129,7.47,73,55,78,1,Needs Coding Improvement
28130,7.98,65,48,75,0,Needs Coding Improvement
28131,7.25,76,81,49,1,Needs Communication Improvement
28132,7.46,62,80,47,1,Needs Communication Improvement
28133,6.87,69,33,69,0,Needs Coding Improvement
28134,8.87,76,82,85,1,Placement Ready
28135,6.51,59,53,52,0,Needs Additional Training
28136,7.58,70,76,50,0,Needs Communication Improvement
28137,8.31,79,85,85,1,Placement Ready
28138,5.45,58,62,63,0,Needs Additional Training
28139,7.34,76,70,53,0,Needs Communication Improvement
28140,7.71,72,40,71,0,Needs Coding Improvement
28141,8.34,83,70,84,1,Placement Ready
28142,7.8,83,40,74,1,Needs Coding Improvement
28143,7.12,57,57,69,0,Needs Additional Training
28144,6.54,67,59,69,0,Needs Additional Training
28145,9.07,86,84,80,1,Placement Ready
28146,8.46,87,78,81,1,Placement Ready
28147,8.87,78,77,80,0,Placement Ready
28148,5.51,58,67,62,0,Needs Additional Training
28149,7.65,63,40,60,0,Needs Coding Improvement
28150,6.64,67,58,60,1,Needs Additional Training
28151,7.52,68,75,53,1,Needs Communication Improvement
28152,7.86,72,54,71,1,Needs Coding Improvement
28153,7.98,87,79,79,0,Placement Ready
28154,8.28,74,80,50,1,Needs Communication Improvement
28155,7.05,82,80,48,1,Needs Communication Improvement
28156,9.19,83,75,85,1,Placement Ready
28157,8.09,67,79,55,1,Needs Communication Improvement
28158,8.01,78,51,78,0,Needs Coding Improvement
28159,8.58,96,85,74,1,Placement Ready
28160,6.21,58,56,64,0,Needs Additional Training
28161,8.3,92,88,89,1,Placement Ready
28162,8.81,78,52,73,0,Needs Coding Improvement
28163,7.02,70,49,75,1,Needs Coding Improvement
28164,7.92,69,50,65,0,Needs Coding Improvement
28165,6.98,82,41,71,0,Needs Coding Improvement
28166,8.22,85,79,50,1,Needs Communication Improvement
28167,6.22,74,58,65,0,Needs Additional Training
28168,7.7,84,87,68,1,Needs Communication Improvement
28169,7.11,64,87,44,1,Needs Communication Improvement
28170,8.32,76,82,83,0,Placement Ready
28171,8.14,82,57,76,1,Needs Coding Improvement
28172,7.28,61,48,64,1,Needs Coding Improvement
28173,7.8,76,56,74,1,Needs Coding Improvement
28174,6.84,50,62,65,0,Needs Additional Training
28175,6.91,81,81,47,1,Needs Communication Improvement
28176,6.77,84,83,61,1,Needs Communication Improvement
28177,8.18,86,89,90,1,Placement Ready
28178,7.34,75,79,57,1,Needs Communication Improvement
28179,8.9,96,75,71,1,Placement Ready
28180,8.14,83,87,88,1,Placement Ready
28181,6.58,66,50,70,1,Needs Coding Improvement
28182,5.71,56,62,59,1,Needs Additional Training
28183,8.27,84,80,83,0,Placement Ready
28184,6.37,72,46,64,0,Needs Additional Training
28185,7.97,79,71,50,0,Needs Communication Improvement
28186,7.03,62,70,52,0,Needs Additional Training
28187,8.07,76,83,59,0,Needs Communication Improvement
28188,8.31,71,47,84,1,Needs Coding Improvement
28189,6.71,55,54,64,0,Needs Additional Training
28190,7.66,61,61,55,1,Needs Additional Training
28191,7.75,68,52,76,0,Needs Coding Improvement
28192,5.74,51,56,55,1,Needs Additional Training
28193,6.24,52,60,66,0,Needs Additional Training
28194,7.44,74,59,61,0,Needs Coding Improvement
28195,8.58,91,81,80,0,Placement Ready
28196,6.96,66,52,78,1,Needs Coding Improvement
28197,6.39,59,47,63,0,Needs Additional Training
28198,8.52,77,78,72,1,Placement Ready
28199,6.09,61,38,54,0,Needs Additional Training
28200,7.38,40,61,60,1,Needs Additional Training
28201,7.3,75,76,46,1,Needs Communication Improvement
28202,6.93,76,50,82,1,Needs Coding Improvement
28203,8.83,84,79,81,1,Placement Ready
28204,8.21,93,93,75,1,Placement Ready
28205,6.42,46,55,49,1,Needs Additional Training
28206,7.43,73,49,76,1,Needs Coding Improvement
28207,6.55,57,60,58,0,Needs Additional Training
28208,8.19,86,88,86,1,Placement Ready
28209,7.19,68,58,70,0,Needs Coding Improvement
28210,8.47,84,69,43,1,Needs Communication Improvement
28211,7.64,67,60,58,1,Needs Additional Training
28212,5.76,58,57,47,0,Needs Additional Training
28213,7.04,79,55,71,0,Needs Coding Improvement
28214,7.37,68,43,74,1,Needs Coding Improvement
28215,8.72,89,83,84,1,Placement Ready
28216,8.71,86,81,85,1,Placement Ready
28217,8.96,88,78,86,1,Placement Ready
28218,8.06,76,43,72,0,Needs Coding Improvement
28219,6.84,65,60,61,0,Needs Additional Training
28220,7.57,82,86,54,0,Needs Communication Improvement
28221,6.96,74,64,75,1,Needs Coding Improvement
28222,7.18,67,66,84,1,Needs Coding Improvement
28223,6.89,53,55,60,1,Needs Additional Training
28224,7.25,68,40,70,1,Needs Coding Improvement
28225,7.64,71,73,51,0,Needs Communication Improvement
28226,7.42,74,76,62,0,Needs Communication Improvement
28227,8.6,68,85,53,1,Needs Communication Improvement
28228,8.35,75,57,71,0,Needs Coding Improvement
28229,6.14,57,61,53,1,Needs Additional Training
28230,7.7,74,46,81,0,Needs Coding Improvement
28231,7.24,69,68,52,0,Needs Communication Improvement
28232,8.22,83,92,86,0,Placement Ready
28233,8.33,84,85,84,0,Placement Ready
28234,8.26,89,97,82,1,Placement Ready
28235,6.5,77,73,64,0,Needs Communication Improvement
28236,6.64,42,44,61,0,Needs Additional Training
28237,7.62,72,50,79,0,Needs Coding Improvement
28238,8.46,80,89,84,1,Placement Ready
28239,7.75,79,46,83,1,Needs Coding Improvement
28240,7.89,86,76,58,1,Needs Communication Improvement
28241,6.93,57,42,56,0,Needs Additional Training
28242,5.96,49,55,59,0,Needs Additional Training
28243,7.94,73,40,76,1,Needs Coding Improvement
28244,8.84,78,75,82,0,Placement Ready
28245,8.4,78,89,82,1,Placement Ready
28246,8.91,81,81,85,0,Placement Ready
28247,8.11,75,80,49,1,Needs Communication Improvement
28248,7.72,80,78,50,1,Needs Communication Improvement
28249,8.36,82,81,84,1,Placement Ready
28250,7.02,78,43,74,1,Needs Coding Improvement
28251,7.94,61,71,55,1,Needs Communication Improvement
28252,7.71,72,63,76,0,Needs Coding Improvement
28253,8.8,89,79,82,1,Placement Ready
28254,7.68,67,55,62,1,Needs Coding Improvement
28255,7.77,67,75,50,1,Needs Communication Improvement
28256,8.04,74,61,73,0,Needs Coding Improvement
28257,7.4,77,73,42,0,Needs Communication Improvement
28258,7.02,72,87,43,0,Needs Communication Improvement
28259,5.99,47,52,49,0,Needs Additional Training
28260,8.08,82,77,56,0,Needs Communication Improvement
28261,5.87,63,49,43,0,Needs Additional Training
28262,5.84,58,61,60,0,Needs Additional Training
28263,8.04,81,66,49,0,Needs Communication Improvement
28264,7.91,75,44,67,1,Needs Coding Improvement
28265,5.32,60,39,56,0,Needs Additional Training
28266,6.79,73,51,68,1,Needs Coding Improvement
28267,8.25,83,78,75,0,Placement Ready
28268,6.55,70,59,54,0,Needs Additional Training
28269,6.62,56,46,52,0,Needs Additional Training
28270,8.4,83,72,81,1,Placement Ready
28271,7.45,73,71,41,0,Needs Communication Improvement
28272,7.21,65,57,79,1,Needs Coding Improvement
